"ENROLLMENT ID","ENROLLMENT STATE","PROVIDER TYPE CODE","PROVIDER TYPE TEXT","NPI","MULTIPLE NPI FLAG","CCN","ASSOCIATE ID","ORGANIZATION NAME","DOING BUSINESS AS NAME","INCORPORATION DATE","INCORPORATION STATE","ORGANIZATION TYPE STRUCTURE","ORGANIZATION OTHER TYPE TEXT","PROPRIETARY_NONPROFIT","ADDRESS LINE 1","ADDRESS LINE 2","CITY","STATE","ZIP CODE","TELEPHONE NUMBER"
O20101004000641,OK,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1194752949,N,371825,3375511488,CITIZEN POTAWATOMI NATION,CITIZEN POTAWATOMI NATION,,,OTHER,INDIAN TRIBE,N,2307 GORDON COOPER DR,,SHAWNEE,OK,748019007,4052735236
O20101004000684,OR,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1972556496,N,381847,4385541986,YAKIMA VALLEY FARM WORKERS CLINIC,SALUD MEDICAL CENTER,02/28/1978,WA,OTHER,NON-PROFIT,N,1175 MOUNT HOOD AVE,,WOODBURN,OR,970719060,5039822000
O20101004000767,WA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1508817313,N,501816,4385541986,YAKIMA VALLEY FARM WORKERS CLINIC,TOPPENISH MEDICAL CENTER,02/28/1978,WA,OTHER,NON-PROFIT,N,510 W 1ST AVE,,TOPPENISH,WA,989481564,50986561752138
O20101004000914,CA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1598996506,Y,551058,1658264684,"MISSION CITY COMMUNITY NETWORK, INC.",,09/06/1989,CA,CORPORATION,,N,1818 N ORANGE GROVE AVE,STE 205,POMONA,CA,917673028,8188953100
O20101004001323,WA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1134255847,N,501818,4385541986,YAKIMA VALLEY FARM WORKERS CLINIC,GRANDVIEW MEDICAL CENTER,02/28/1978,WA,OTHER,NON-PROFIT,N,1000 WALLACE WAY,,GRANDVIEW,WA,989308805,5098824275
O20101004001436,WA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1174659890,N,501817,4385541986,YAKIMA VALLEY FARM WORKERS CLINIC,YAKIMA MEDICAL CENTER,02/28/1978,WA,OTHER,NON-PROFIT,N,602E NOB HILL BLVD,,YAKIMA,WA,989013534,5094576881
O20101005000551,NC,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1801911383,N,341838,3173434479,"GOSHEN MEDICAL CENTER, INCORPORATED",PLAINVIEW HEALTH SERVICES,05/29/1979,NC,CORPORATION,,N,360 E CHARITY RD,,ROSE HILL,NC,284588303,9102893086
O20101005001046,CA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1184791998,N,551059,1658349824,BAY AREA COMMUNITY HEALTH,BAY AREA COMMUNITY HEALTH - MOWRY II,12/06/1972,CA,CORPORATION,,N,1999 MOWRY AVE,"SUITE A,D,F,N",FREMONT,CA,945381723,5107708040
O20101005001206,FL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1649241704,N,101058,3870519234,"CENTRAL FLORIDA FAMILY HEALTH CENTER, INC",TRUE HEALTH,05/27/1977,FL,CORPORATION,NOT FOR PROFIT FQHC,N,11881-A E COLONIAL DR,,ORLANDO,FL,328264723,4073228645
O20101005001330,CO,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1386777266,N,061810,3173433398,SALUD FAMILY HEALTH,"PLAN DE SALUD DEL VALLE, INC",06/21/1971,CO,CORPORATION,,N,1115 2ND ST,,FORT LUPTON,CO,806211745,3038572771
O20101006000078,IL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1467785782,N,141129,9537076112,ACCESS COMMUNITY HEALTH NETWORK,ACCESS LOCATED AT HOLY CROSS,08/11/1984,IL,CORPORATION,,N,2701 W 68TH ST,,CHICAGO,IL,606291813,7734344040
O20101006000215,PA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1902929185,N,391828,7214837202,CENTERVILLE CLINICS INC,,03/02/1953,PA,CORPORATION,,N,601 W GEORGE ST,,CARMICHAELS,PA,153201325,7249665081
O20101006000217,FL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1063409290,N,101847,0143127951,CENTRAL FLORIDA HEALTH CARE INC,"CENTRAL FLORIDA HEALTH CARE, INC.-AVON PARK",07/05/1973,FL,CORPORATION,,N,950 COUNTY ROAD 17A W,,AVON PARK,FL,338252164,8634523012
O20101006000372,PA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1730300971,N,391902,7214837202,CENTERVILLE CLINICS INC,,03/02/1953,PA,CORPORATION,,N,37 HIGHLAND AVE,,WASHINGTON,PA,153014062,7242231067
O20101006000484,SC,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1942247846,N,421813,1052221314,CARESOUTH CAROLINA INC.,,04/05/1978,SC,CORPORATION,,N,545 SUMTER HWY,,BISHOPVILLE,SC,290107601,8034845317
O20101006000536,MS,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1457461527,N,251818,4082509492,"ACCESS FAMILY HEALTH SERVICES, INC.",ACCESS FAMILY HEALTH - HOULKA CLINIC,09/06/1978,MS,CORPORATION,,N,106 WALKER ST,,HOULKA,MS,388509453,6625683316
O20101006000666,MS,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1730299827,N,251820,4082509492,"ACCESS FAMILY HEALTH SERVICES, INC.",ACCESS FAMILY HEALTH - TREMONT CLINIC,09/06/1978,MS,CORPORATION,,N,12725 HIGHWAY 23 N,,TREMONT,MS,388768735,6626523361
O20101006000755,MS,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1457453730,N,251821,4082509492,"ACCESS FAMILY HEALTH SERVICES, INC.",ACCESS FAMILY HEALTH - SMITHVILLE CLINIC,09/06/1978,MS,CORPORATION,,N,60021 MONROE ST,,SMITHVILLE,MS,388707779,66265146372008
O20101006001159,FL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1497786818,N,101057,3870519234,"CENTRAL FLORIDA FAMILY HEALTH CENTER, INC",TRUE HEALTH,05/27/1977,FL,CORPORATION,,N,5730 LAKE UNDERHILL ROAD,,ORLANDO,FL,328074366,40732286451106
O20101007000023,ME,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1952470411,N,201817,5597664854,SACOPEE VALLEY HEALTH CENTER,,01/01/1990,ME,CORPORATION,,N,70 MAIN STREET,,PORTER,ME,040683527,2076258126
O20101007000545,FL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1467449660,N,101851,0143127951,CENTRAL FLORIDA HEALTH CARE INC,"CENTRAL FLORIDA HEALTH CARE, INC.-FROSTPROOF",,,CORPORATION,,N,109 W WALL ST,,FROSTPROOF,FL,338432043,8662348534
O20101007000578,FL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1063408813,N,101935,0143127951,CENTRAL FLORIDA HEALTH CARE INC,"CENTRAL FLORIDA HEALTH CARE, INC.-DUNDEE",07/05/1973,FL,CORPORATION,,N,916 STATE ROAD 542,,DUNDEE,FL,338414198,8662348534
O20101007000978,WA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1700101797,N,501928,7315831161,SEA MAR COMMUNITY HEALTH CENTERS,,04/14/1977,WA,CORPORATION,,N,669 WOODLAND SQUARE LOOP SE,,LACEY,WA,985031038,3603594840
O20101007001223,LA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1891020012,N,191876,6204817828,"IBERIA COMPREHENSIVE COMMUNITY HEALTH CENTER, INC..",MERRYVILLE COMMUNITY HEALTH CENTER,04/29/1985,LA,CORPORATION,,N,567 WALKER ST,,MERRYVILLE,LA,706533040,3373654945
O20101008000220,PA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1417142845,N,391811,7214837202,CENTERVILLE CLINICS INC,,03/02/1953,PA,CORPORATION,,N,1150 7TH ST,,WAYNESBURG,PA,153701660,7246278243
O20101008000253,PA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1649491887,N,391809,7214837202,CENTERVILLE CLINICS INC,,03/02/1953,PA,CORPORATION,,N,1152 WOOD ST,,CALIFORNIA,PA,154191260,7249382122
O20101008000263,PA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1437272697,N,391812,7214837202,CENTERVILLE CLINICS INC,,07/27/1964,PA,CORPORATION,,N,1070 OLD NATIONAL PIKE,,FREDERICKTOWN,PA,153332114,7246326801
O20101008000277,PA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1497946776,N,391829,7214837202,CENTERVILLE CLINICS INC,,03/02/1953,PA,CORPORATION,,N,190 BONAR AVE,,WAYNESBURG,PA,153701604,7246278156
O20101011000165,LA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1386784569,N,191824,8729067434,CATAHOULA PARISH HOSPITAL DISTRICT NO 2,WISNER MEDICAL CLINIC,,,OTHER,PUBLIC ENTITY,N,126 WATSON RD,,WISNER,LA,713784660,3187247008
O20101011000325,CA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1508187329,N,551063,7911810171,COUNTY OF VENTURA,LAS ISLAS FAMILY MEDICAL GROUP II,,,OTHER,COUNTY OWNED,N,325 W CHANNEL ISLANDS BLVD,,OXNARD,CA,930334501,8052049500
O20101011001129,KY,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1154367191,N,181819,1951211218,"BIG SANDY HEALTH CARE, INC",EULA HALL HEALTH CENTER,11/20/1974,KY,CORPORATION,,N,7617 KY ROUTE 979,,GRETHEL,KY,416316304,6065872200
O20101012001201,VT,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1083832851,N,471800,2062491251,COMMUNITY HEALTH CENTERS OF BURLINGTON INC,,06/01/1972,VT,CORPORATION,,N,617 RIVERSIDE AVE,,BURLINGTON,VT,054011601,8028646309
O20101012001304,WI,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1720153653,N,521821,2466366059,PROGRESSIVE COMMUNITY HEALTH CENTERS INC,LISBON AVENUE HEALTH CENTER,05/14/2011,WI,CORPORATION,,N,3522 W LISBON AVE,,MILWAUKEE,WI,532081953,4149358000433
O20101012001345,IL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1710979588,N,141813,0749194702,COMMUNITY HEALTH & EMERGENCY SERVICES INC,CAIRO MEGA CLINIC,04/29/1981,IL,CORPORATION,,N,13245 KESSLER RD,,CAIRO,IL,629143101,6187344400
O20101013000254,SC,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1053622050,N,421863,3274434220,"EAU CLAIRE COOPERATIVE HEALTH CENTER, INC.",WAVERLY FAMILY PRACTICE,12/14/1992,SC,CORPORATION,,N,1228 HARDEN ST,STE C,COLUMBIA,SC,292041800,8037481181
O20101013000458,SC,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1992018949,N,421861,3274434220,"EAU CLAIRE COOPERATIVE HEALTH CENTER, INC.",EAU CLAIRE BEHAVIORAL MEDICINE,12/14/1992,SC,CORPORATION,,N,4605 MONTICELLO ROAD,"BUILDING B, SUITE 1",COLUMBIA,SC,292034156,8037140266
O20101013000489,SC,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1760703250,N,421865,3274434220,"EAU CLAIRE COOPERATIVE HEALTH CENTER, INC.","RIDGEWAY PEDIATRICS, FAMILY PRACTICE & DENTISTRY",12/14/1992,SC,CORPORATION,,N,755 US HIGHWAY 21 S,,RIDGEWAY,SC,291306844,8033372920
O20101014000045,FL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1740251883,N,101989,3870519234,"CENTRAL FLORIDA FAMILY HEALTH CENTER, INC",,05/27/1977,FL,CORPORATION,,N,5449 S SEMORAN BLVD,STE 14,ORLANDO,FL,328221778,40732286451106
O20101014000092,NC,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1407881691,N,341890,7214983386,ROANOKE CHOWAN COMMUNITY HEALTH CENTER INC,AHOSKIE COMPREHENSIVE CARE,02/14/2005,NC,CORPORATION,,N,120 HEALTH CENTER DR,,AHOSKIE,NC,279108161,2523323548
O20101014000173,FL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1215182712,N,101061,7911043542,FOUNDCARE INC,,06/15/2002,FL,CORPORATION,,N,2330 S CONGRESS AVE,,PALM SPRINGS,FL,334067608,5614729160
O20101014000345,NC,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1497776470,N,341891,7214983386,ROANOKE CHOWAN COMMUNITY HEALTH CENTER INC,MURFREESBORO PRIMARY CARE,02/14/2005,NC,CORPORATION,,N,305 BEECHWOOD BLVD,,MURFREESBORO,NC,278551134,2523983323
O20101014000356,NM,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1972670305,N,321807,2062324684,PRESBYTERIAN MEDICAL SERVICES,WESTERN NEW MEXICO MEDICAL GROUP - GALLUP,08/01/1969,NM,CORPORATION,,N,610 N FIFTH ST,,GALLUP,NM,873015306,5058633120
O20101014000474,IL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1114919685,N,141845,0749194702,COMMUNITY HEALTH & EMERGENCY SERVICES INC,TAMMS HEALTH CENTER,04/29/1981,IL,CORPORATION,,N,290 RAILROAD ST,,TAMMS,IL,629885038,6187472391
O20101014000684,VA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1538292123,N,491831,9234040148,PENINSULA INSTITUTE FOR COMMUNITY HEALTH INC,MAIN STREET PHYSICIANS,09/22/1978,VA,CORPORATION,,N,157 N MAIN ST,STE A,SUFFOLK,VA,234344565,7579251866
O20101014000687,NM,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1407898034,N,321896,2062324684,PRESBYTERIAN MEDICAL SERVICES,SOCORRO COMMUNITY HEALTH CENTER,08/01/1969,NM,CORPORATION,,N,1300 ENTERPRISE RD,,SOCORRO,NM,878014199,5758354444
O20101014000771,NM,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1609944800,N,321821,2062324684,PRESBYTERIAN MEDICAL SERVICES,TORREON CLINIC,08/01/1969,NM,CORPORATION,,N,2500 STATE HWY 197,,TORREON,NM,870130638,5057312284
O20101014001029,SC,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1528004918,N,421831,4880687490,COMMUNITY MEDICINE FOUNDATION,NORTH CENTRAL FAMILY MEDICAL CENTER,03/08/1989,SC,CORPORATION,,N,1131 SALUDA ST,,ROCK HILL,SC,297305776,8033257744
O20101014001071,NM,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1831266311,N,321808,2062324684,PRESBYTERIAN MEDICAL SERVICES,WNMMG - THOREAU,08/01/1969,NM,CORPORATION,,N,15 E.NAVARRE BLVD.,,THOREAU,NM,87323,5058627417
O20101014001149,VA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1174656862,N,491856,9234040148,PENINSULA INSTITUTE FOR COMMUNITY HEALTH INC,STONEYBROOK PHYSICIANS,09/22/1978,VA,CORPORATION,,N,15425 WARWICK BLVD,STE H,NEWPORT NEWS,VA,236081579,7578748400
O20101014001275,IL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1275525735,N,141861,0749194702,COMMUNITY HEALTH & EMERGENCY SERVICES INC,POPE COUNTY CLINIC,04/29/1981,IL,CORPORATION,,N,217S ADAMS ST,,GOLCONDA,IL,629381134,6186833781
O20101015000118,NM,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1871505032,N,321861,2062324684,PRESBYTERIAN MEDICAL SERVICES,RIO RANCHO FAMILY HEALTH CENTER,08/01/1969,NM,CORPORATION,,N,184 UNSER BLVD NE,,RIO RANCHO,NM,871244045,5058960928
O20101015000210,NM,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1205902376,N,321806,2062324684,PRESBYTERIAN MEDICAL SERVICES,GRANTS FAMILY HEALTH CENTER,08/01/1969,NM,CORPORATION,,N,1217 BONITA ST,,GRANTS,NM,870202103,5052872958
O20101015000369,NM,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1427124601,N,321866,2062324684,PRESBYTERIAN MEDICAL SERVICES,TULAROSA HEALTH CENTER,08/01/1969,NM,CORPORATION,,N,111 CENTRAL AVE,,TULAROSA,NM,883522063,5755851250
O20101015000527,NM,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1679649842,N,321887,2062324684,PRESBYTERIAN MEDICAL SERVICES,QUAY COUNTY FAMILY HEALTH CENTER,08/01/1969,NM,CORPORATION,,N,1302 E MAIN ST,,TUCUMCARI,NM,884012508,5754612200
O20101015000528,MS,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1255387619,N,251841,0941103717,EAST CENTRAL MISSISSIPPI HEALTH CARE INC,WALNUT GROVE MEDICAL CLINIC,05/04/1978,MS,CORPORATION,,N,199 RIMMER ST,,WALNUT GROVE,MS,391896586,6012532733
O20101015000575,NM,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1588731582,N,321819,2062324684,PRESBYTERIAN MEDICAL SERVICES,QUESTA HEALTH CENTER,08/01/1999,NM,CORPORATION,,N,2573 STATE HIGHWAY 522,,QUESTA,NM,875560290,5755860315
O20101015000695,MS,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1679529028,N,251851,0941103717,EAST CENTRAL MISSISSIPPI HEALTH CARE INC,PHILADELPHIA HEALTH CENTER,05/04/1978,MS,CORPORATION,,N,10330 RD 375,,PHILADELPHIA,MS,393503249,6016560226
O20101015000700,NC,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1770651655,N,341894,6800841107,"CAROLINA FAMILY HEALTH CENTERS, INC.",FREEDOM HILL COMMUNITY HEALTH CENTER,06/08/1993,NC,CORPORATION,,N,162 NC HIGHWAY 33 E,,TARBORO,NC,278868582,2526410514
O20101015000755,NC,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1962454447,N,341892,9739090226,RURAL HEALTH GROUP INC,RURAL HEALTH GROUP AT RICH SQUARE,01/04/1985,NC,CORPORATION,,N,200S MAIN ST,,RICH SQUARE,NC,278699582,2525392082
O20101015001209,NC,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1093767535,N,341893,9739090226,RURAL HEALTH GROUP INC,RURAL HEALTH GROUP AT LAKE GASTON,01/04/1985,NC,CORPORATION,,N,108 MOSBY AVE,,LITTLETON,NC,278509411,2525865411
O20101015001306,MO,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1982931655,N,261043,9739092826,SAMUEL U RODGERS HEALTH CENTER INC,SAMUEL U. RODGERS HEALTH CENTER CLAY COUNTY,06/21/1968,MO,CORPORATION,,N,800 HAINES,,LIBERTY,MO,640681006,8167921575
O20101018000826,FL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1164754701,N,101059,1254243769,TAMPA FAMILY HEALTH CENTERS INC,TAMPA FAMILY HEALTH CENTERS #11,02/08/1984,FL,CORPORATION,,N,7814 N DALE MABRY HWY,,TAMPA,FL,336143220,8133975300
O20101018001026,PA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1154354553,N,391816,6406840404,"STO-ROX NEIGHBORHOOD HEALTH COUNCIL, INC.",,09/23/1971,PA,CORPORATION,,N,710 THOMPSON AVE,,MC KEES ROCKS,PA,151363808,4124898000
O20101019000045,NY,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1790787919,N,331011,8527052265,COMMUNITY HEALTH CENTER OF BUFFALO INC,,04/18/1999,NY,CORPORATION,,N,2715 HIGHLAND AVE,,NIAGARA FALLS,NY,143052466,7162784418
O20101019000249,OR,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1093870990,N,381853,6305759283,ONE COMMUNITY HEALTH,,08/01/1986,OR,CORPORATION,,N,1040 WEBBER ST,,THE DALLES,OR,970583749,5412964610
O20101019001530,PA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1114339371,N,391938,6406840404,"STO-ROX NEIGHBORHOOD HEALTH COUNCIL, INC.",,09/23/1971,PA,CORPORATION,,N,151 RUTH ST,,PITTSBURGH,PA,152112384,4124313520
O20101020000104,OR,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1932190550,N,381879,2668361585,NATIVE AMERICAN REHABILITATION ASSOC INC,NARA NW,05/11/1970,OR,OTHER,NON PROFIT CORPORATION,N,1631 SW COLUMBIA STREET,,PORTLAND,OR,972016025,5032312641
O20101020000340,FL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1396746988,N,101870,3870519234,"CENTRAL FLORIDA FAMILY HEALTH CENTER, INC",,05/27/1977,FL,CORPORATION,,N,4930 E LAKE MARY BLVD,,SANFORD,FL,327715003,40732286451133
O20101020000548,OK,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1669787453,N,371861,1557260007,"VARIETY CARE, INC.",VARIETY CARE,01/17/1980,OK,CORPORATION,,N,5320 N PORTLAND AVE,,OKLAHOMA CITY,OK,731122098,4056326688
O20101020000680,IL,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1982783338,N,141917,9537076112,ACCESS COMMUNITY HEALTH NETWORK,ROGERS PARK FAMILY HEALTH CENTER,08/11/1984,IL,CORPORATION,,N,1555 W HOWARD ST,,CHICAGO,IL,606261707,7737647146
O20101020001236,OR,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1023007093,N,381880,2668361585,NATIVE AMERICAN REHABILITATION ASSOC INC,NARA NW,05/11/1970,OR,CORPORATION,,N,17645 NW SAINT HELENS RD,,PORTLAND,OR,972311729,5036211069
O20101020001420,WV,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1588738538,N,511801,6608785795,COMMUNITY HEALTH SYSTEMS INC,ACCESS HEALTH,06/30/1967,WV,CORPORATION,,N,252 RURAL ACRES DR,,BECKLEY,WV,258013503,3042528555
O20101021000101,GA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1023043692,N,111894,7911811922,"ALBANY AREA PRIMARY HEALTH CARE, INC",SOUTH ALBANY MEDICAL CENTER,11/29/1979,GA,CORPORATION,,N,1300 NEWTON RD,,ALBANY,GA,317013424,2294313120
O20101021000345,NH,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1689993891,N,301824,3577535319,LAMPREY HEALTH CARE INC,INTEGREAT HEALTH,08/16/1971,NH,CORPORATION,,N,7 PROSPECT ST,,NASHUA,NH,030603921,6038831626
O20101021001040,KY,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1942214663,N,181825,1658268974,"PARK DUVALLE COMMUNITY HEALTH CENTER, INC",,05/01/1987,KY,CORPORATION,,N,501 TAYLORSVILLE RD,,TAYLORSVILLE,KY,400716766,5024772248
O20101023000074,NY,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1477562288,N,331875,8123920592,SENECA NATION OF INDIANS,CATTARAUGUS INDIAN RESERVATION HEALTH CENTER,01/01/1994,NY,OTHER,TRIBAL ORGANIZATION / FQHC,N,36 THOMAS INDIAN SCHOOL DR,,IRVING,NY,140819300,7165325582
O20101023000140,NY,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1609882976,N,331874,8123920592,SENECA NATION OF INDIANS,LIONEL R JOHN HEALTH CENTER,,,OTHER,TRIBAL ORGANIZATION,N,987 R C HOAG DR,,SALAMANCA,NY,147791365,7169455894
O20101023000307,WV,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1396052528,N,511955,6204821879,LINCOLN COUNTY PRIMARY CARE CENTER INC,CRHS TIGER CENTER FOR HEALTH,08/23/2010,WV,CORPORATION,,N,506 CRAWLEY CREEK RD,,CHAPMANVILLE,WV,255087002,3048550245
O20101023000316,WV,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1023331220,N,511954,6204821879,LINCOLN COUNTY PRIMARY CARE CENTER INC,SOUTHERN WEST VIRGINIA HEALTH SYSTEM-LOGAN,06/30/1975,WV,CORPORATION,,N,122 NICK SAVAS DR,,LOGAN,WV,256013468,3047528081
O20101026001528,OR,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1275880866,N,381923,9537065560,COUNTY OF CLACKAMAS OFFICE OF COUNTY AUDITOR,CLACKAMAS HEALTH CENTERS,,,OTHER,GOVERNMENT,N,18911 PORTLAND AVE,,GLADSTONE,OR,970271630,5036558471
O20101027000085,WA,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1083832232,Y,501815,4486564309,COLUMBIA BASIN HEALTH ASSOCIATION,,03/26/1973,WA,CORPORATION,,N,1515 E COLUMBIA ST,,OTHELLO,WA,993441846,50948852568512
O20101027000116,IN,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1548291222,N,151864,8022926294,NEIGHBORHOOD HEALTH CLINICS INC,NEIGHBORHOOD HEALTH CLINICS INC,05/25/1994,IN,CORPORATION,,N,1717 S CALHOUN ST,,FORT WAYNE,IN,468025257,2604582641
O20101027000557,ME,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1497729750,N,201819,5496726523,HEALTHREACH COMMUNITY HEALTH CENTERS,RANGELEY FAMILY MEDICINE,07/01/1999,ME,CORPORATION,,N,42 DALLAS HILL RD,,RANGELEY,ME,049704032,2078643303
O20101027000857,WV,00-04,PART A PROVIDER - FEDERALLY QUALIFIED HEALTH CENTER (FQHC),1649342908,N,511893,6608785795,COMMUNITY HEALTH SYSTEMS INC,ACCESSHEALTH-DANIELS,06/20/1967,WV,CORPORATION,,N,2157 RITTER DR,,DANIELS,WV,258329371,3047634326
